Date,Product,Category,Region,Channel,Units_Sold,Unit_Price,Stock_Remaining
2024-05-06,Headphones,Accessories,North,Store,43,453,367
2024-05-07,Tablet,Electronics,North,Store,21,861,132
2024-05-08,Mouse,Accessories,West,Store,24,51,481
2024-05-09,Mouse,Accessories,East,Store,25,1130,224
2024-05-10,Tablet,Electronics,North,Store,47,412,309
2024-05-11,Laptop,Electronics,South,Online,43,1287,60
2024-05-12,Monitor,Electronics,West,Online,19,1275,364
2024-05-13,Mouse,Accessories,North,Online,29,929,15
2024-05-14,Tablet,Electronics,North,Store,10,211,228
2024-05-15,Printer,Electronics,South,Store,12,289,194
2024-05-16,Tablet,Electronics,South,Online,33,757,250
2024-05-17,Keyboard,Accessories,West,Online,7,96,442
2024-05-18,Monitor,Electronics,West,Store,17,754,302
2024-05-19,Headphones,Accessories,South,Online,10,903,47
2024-05-20,Laptop,Electronics,West,Store,31,1210,234
2024-05-21,Headphones,Accessories,South,Store,6,303,120
2024-05-22,Monitor,Electronics,North,Online,17,1132,498
2024-05-23,Monitor,Electronics,South,Online,37,563,319
2024-05-24,Monitor,Electronics,South,Online,18,668,49
2024-05-25,Headphones,Accessories,East,Store,26,1199,468
2024-05-26,Printer,Electronics,South,Store,49,269,40
2024-05-27,Monitor,Electronics,South,Online,16,114,455
2024-05-28,Tablet,Electronics,East,Store,8,36,21
2024-05-29,Headphones,Accessories,West,Store,24,136,370
2024-05-30,Monitor,Electronics,East,Store,13,1002,181
2024-05-31,Tablet,Electronics,North,Online,29,352,4
2024-06-01,Printer,Electronics,East,Store,32,1123,144
2024-06-02,Keyboard,Accessories,North,Online,24,665,356
2024-06-03,Printer,Electronics,West,Online,16,1475,77
2024-06-04,Monitor,Electronics,East,Store,11,1246,230
2024-06-05,Headphones,Accessories,East,Online,32,135,296
2024-06-06,Mouse,Accessories,West,Store,6,982,347
2024-06-07,Monitor,Electronics,North,Online,35,1263,478
2024-06-08,Mouse,Accessories,East,Online,33,1296,208
2024-06-09,Tablet,Electronics,North,Store,18,1212,162
2024-06-10,Keyboard,Accessories,East,Online,37,866,167
2024-06-11,Laptop,Electronics,South,Online,13,335,277
2024-06-12,Printer,Electronics,East,Online,10,829,236
2024-06-13,Keyboard,Accessories,West,Store,37,391,175
2024-06-14,Monitor,Electronics,West,Store,26,779,52
2024-06-15,Mouse,Accessories,North,Online,46,896,348
2024-06-16,Printer,Electronics,East,Online,17,996,9
2024-06-17,Mouse,Accessories,North,Online,1,175,145
2024-06-18,Headphones,Accessories,North,Store,25,633,226
2024-06-19,Mouse,Accessories,South,Store,34,1056,235
2024-06-20,Headphones,Accessories,South,Online,39,527,463
2024-06-21,Tablet,Electronics,West,Store,10,484,241
2024-06-22,Printer,Electronics,North,Store,20,802,304
2024-06-23,Printer,Electronics,West,Store,7,823,70
2024-06-24,Laptop,Electronics,East,Store,16,239,157
2024-06-25,Monitor,Electronics,North,Online,37,34,18
2024-06-26,Headphones,Accessories,North,Store,29,136,54
2024-06-27,Laptop,Electronics,East,Store,12,350,443
2024-06-28,Mouse,Accessories,East,Online,17,75,214
2024-06-29,Mouse,Accessories,West,Online,48,1394,455
2024-06-30,Laptop,Electronics,West,Store,20,1175,208
2024-07-01,Printer,Electronics,East,Store,26,1269,20
2024-07-02,Mouse,Accessories,West,Online,48,327,281
2024-07-03,Tablet,Electronics,East,Online,19,241,248
2024-07-04,Tablet,Electronics,North,Online,47,1216,27
2024-07-05,Laptop,Electronics,North,Store,12,1383,422
2024-07-06,Headphones,Accessories,South,Store,21,816,416
2024-07-07,Headphones,Accessories,North,Online,42,1200,295
2024-07-08,Laptop,Electronics,East,Store,34,170,210
2024-07-09,Headphones,Accessories,West,Online,7,1221,284
2024-07-10,Printer,Electronics,South,Store,45,131,19
2024-07-11,Printer,Electronics,West,Online,35,702,19
2024-07-12,Headphones,Accessories,East,Online,15,1181,329
2024-07-13,Tablet,Electronics,North,Store,1,1276,395
2024-07-14,Headphones,Accessories,South,Store,26,351,119
2024-07-15,Printer,Electronics,East,Store,35,912,96
2024-07-16,Keyboard,Accessories,South,Store,25,1350,119
2024-07-17,Monitor,Electronics,South,Store,42,180,24
2024-07-18,Mouse,Accessories,North,Store,15,1445,152
2024-07-19,Keyboard,Accessories,East,Online,22,297,244
2024-07-20,Headphones,Accessories,West,Store,6,1363,259
2024-07-21,Tablet,Electronics,South,Online,15,916,3
2024-07-22,Laptop,Electronics,South,Online,24,516,392
2024-07-23,Headphones,Accessories,West,Store,21,1406,142
2024-07-24,Tablet,Electronics,East,Online,7,1415,281
2024-07-25,Monitor,Electronics,South,Online,29,674,334
2024-07-26,Headphones,Accessories,South,Store,32,1079,345
2024-07-27,Printer,Electronics,South,Store,32,322,219
2024-07-28,Laptop,Electronics,East,Store,5,457,326
2024-07-29,Tablet,Electronics,East,Online,4,745,159
2024-07-30,Tablet,Electronics,West,Store,22,1075,75
2024-07-31,Tablet,Electronics,East,Store,18,205,98
2024-08-01,Monitor,Electronics,East,Store,35,1217,179
2024-08-02,Headphones,Accessories,North,Store,17,692,126
2024-08-03,Monitor,Electronics,West,Online,24,1293,31
2024-08-04,Mouse,Accessories,South,Store,2,1020,264
2024-08-05,Mouse,Accessories,East,Online,13,298,333
2024-08-06,Headphones,Accessories,South,Store,15,702,12
2024-08-07,Printer,Electronics,South,Online,5,1045,439
2024-08-08,Monitor,Electronics,North,Online,3,1237,379
2024-08-09,Laptop,Electronics,East,Online,37,1209,427
2024-08-10,Tablet,Electronics,West,Store,37,1030,480
2024-08-11,Tablet,Electronics,East,Online,37,944,351
2024-08-12,Headphones,Accessories,South,Store,3,1153,338
2024-08-13,Printer,Electronics,West,Store,35,399,413
2024-08-14,Mouse,Accessories,East,Store,23,854,399
2024-08-15,Mouse,Accessories,South,Store,28,1018,395
2024-08-16,Tablet,Electronics,South,Store,30,304,201
2024-08-17,Headphones,Accessories,North,Online,18,440,449
2024-08-18,Monitor,Electronics,North,Store,36,132,17
2024-08-19,Mouse,Accessories,North,Online,33,1037,396
2024-08-20,Monitor,Electronics,South,Online,26,247,92
2024-08-21,Printer,Electronics,East,Online,48,547,279
2024-08-22,Mouse,Accessories,North,Online,40,515,357
2024-08-23,Mouse,Accessories,East,Online,17,50,395
2024-08-24,Keyboard,Accessories,North,Online,40,181,315
2024-08-25,Mouse,Accessories,West,Online,7,724,59
2024-08-26,Laptop,Electronics,West,Store,8,741,476
2024-08-27,Headphones,Accessories,North,Online,31,1421,213
2024-08-28,Headphones,Accessories,South,Store,12,465,99
2024-08-29,Monitor,Electronics,North,Online,48,763,0
2024-08-30,Printer,Electronics,North,Online,31,446,42
2024-08-31,Mouse,Accessories,South,Online,44,523,310
2024-09-01,Laptop,Electronics,West,Online,19,740,167
2024-09-02,Monitor,Electronics,East,Store,10,703,191
2024-09-03,Keyboard,Accessories,North,Store,39,601,33
2024-09-04,Monitor,Electronics,South,Store,12,1077,33
2024-09-05,Monitor,Electronics,North,Online,20,755,175
2024-09-06,Mouse,Accessories,South,Online,37,710,416
2024-09-07,Keyboard,Accessories,East,Online,48,777,195
2024-09-08,Monitor,Electronics,East,Store,41,773,485
2024-09-09,Laptop,Electronics,West,Online,7,1466,157
2024-09-10,Laptop,Electronics,South,Store,14,43,244
2024-09-11,Headphones,Accessories,South,Store,11,1259,499
2024-09-12,Keyboard,Accessories,West,Online,7,74,365
2024-09-13,Keyboard,Accessories,West,Online,29,1069,339
2024-09-14,Headphones,Accessories,South,Store,10,1324,345
2024-09-15,Monitor,Electronics,West,Store,29,823,334
2024-09-16,Keyboard,Accessories,East,Store,9,346,70
2024-09-17,Laptop,Electronics,North,Online,36,989,326
2024-09-18,Laptop,Electronics,East,Online,48,205,113
2024-09-19,Mouse,Accessories,West,Online,10,514,284
2024-09-20,Keyboard,Accessories,South,Online,19,1055,406
2024-09-21,Monitor,Electronics,South,Online,31,453,417
2024-09-22,Headphones,Accessories,East,Online,17,227,467
2024-09-23,Headphones,Accessories,South,Store,9,152,142
2024-09-24,Monitor,Electronics,West,Store,45,1382,96
2024-09-25,Printer,Electronics,East,Store,33,1239,308
2024-09-26,Tablet,Electronics,South,Online,34,1305,400
2024-09-27,Mouse,Accessories,North,Store,45,1325,319
2024-09-28,Headphones,Accessories,North,Online,24,388,211
2024-09-29,Keyboard,Accessories,West,Online,9,1146,316
2024-09-30,Mouse,Accessories,South,Store,7,1226,184
2024-10-01,Keyboard,Accessories,West,Online,16,442,204
2024-10-02,Printer,Electronics,East,Store,19,1052,363
2024-10-03,Laptop,Electronics,North,Store,39,263,215
2024-10-04,Mouse,Accessories,East,Online,6,801,245
2024-10-05,Headphones,Accessories,South,Store,11,643,238
2024-10-06,Mouse,Accessories,West,Store,12,586,292
2024-10-07,Mouse,Accessories,West,Store,42,1436,390
2024-10-08,Mouse,Accessories,West,Store,13,546,7
2024-10-09,Tablet,Electronics,East,Online,12,56,470
2024-10-10,Mouse,Accessories,North,Store,21,197,77
2024-10-11,Keyboard,Accessories,East,Store,10,658,323
2024-10-12,Laptop,Electronics,East,Store,20,871,276
2024-10-13,Printer,Electronics,South,Online,36,91,444
2024-10-14,Monitor,Electronics,South,Store,28,371,493
2024-10-15,Mouse,Accessories,South,Online,24,642,201
2024-10-16,Headphones,Accessories,North,Store,5,1192,213
2024-10-17,Mouse,Accessories,North,Store,37,124,93
2024-10-18,Headphones,Accessories,South,Store,12,240,477
2024-10-19,Keyboard,Accessories,South,Online,35,882,463
2024-10-20,Headphones,Accessories,North,Online,40,1417,74
2024-10-21,Monitor,Electronics,West,Online,2,537,469
2024-10-22,Laptop,Electronics,North,Online,41,1303,156
2024-10-23,Headphones,Accessories,North,Online,45,318,152
2024-10-24,Headphones,Accessories,North,Online,39,880,441
2024-10-25,Laptop,Electronics,South,Store,42,61,141
2024-10-26,Monitor,Electronics,West,Online,9,790,77
2024-10-27,Mouse,Accessories,North,Store,22,916,321
2024-10-28,Headphones,Accessories,South,Online,47,511,181
2024-10-29,Laptop,Electronics,East,Online,5,1482,460
2024-10-30,Keyboard,Accessories,East,Online,12,1090,194
2024-10-31,Laptop,Electronics,North,Store,1,104,157
2024-11-01,Keyboard,Accessories,East,Online,44,1101,145
2024-11-02,Monitor,Electronics,West,Online,22,1010,53
2024-11-03,Mouse,Accessories,East,Store,38,730,355
2024-11-04,Laptop,Electronics,East,Store,19,228,276
2024-11-05,Printer,Electronics,West,Store,16,1291,308
2024-11-06,Printer,Electronics,North,Store,31,1254,82
2024-11-07,Tablet,Electronics,North,Online,3,58,399
2024-11-08,Headphones,Accessories,West,Store,23,1295,155
2024-11-09,Monitor,Electronics,West,Online,42,945,3
2024-11-10,Laptop,Electronics,West,Online,18,781,498
2024-11-11,Printer,Electronics,East,Store,26,1456,310
2024-11-12,Headphones,Accessories,West,Online,13,965,270
2024-11-13,Printer,Electronics,South,Store,18,1489,63
2024-11-14,Laptop,Electronics,East,Online,3,71,448
2024-11-15,Keyboard,Accessories,North,Store,23,393,111
2024-11-16,Laptop,Electronics,North,Store,3,950,238
2024-11-17,Tablet,Electronics,North,Store,25,175,143
2024-11-18,Laptop,Electronics,East,Store,27,1133,373
2024-11-19,Laptop,Electronics,South,Store,44,698,19
2024-11-20,Tablet,Electronics,West,Store,27,370,63
2024-11-21,Monitor,Electronics,West,Online,39,88,288
2024-11-22,Laptop,Electronics,North,Online,25,1206,80
2024-11-23,Tablet,Electronics,North,Online,24,1285,196
2024-11-24,Headphones,Accessories,East,Store,8,1426,381
2024-11-25,Keyboard,Accessories,South,Online,9,1095,68
2024-11-26,Keyboard,Accessories,West,Store,46,673,185
2024-11-27,Laptop,Electronics,East,Online,37,82,166
2024-11-28,Monitor,Electronics,West,Online,30,528,204
2024-11-29,Monitor,Electronics,North,Store,19,311,491
2024-11-30,Headphones,Accessories,West,Online,16,1134,163
2024-12-01,Laptop,Electronics,South,Online,24,1467,93
2024-12-02,Keyboard,Accessories,South,Online,44,840,248
2024-12-03,Monitor,Electronics,North,Store,21,1408,67
2024-12-04,Laptop,Electronics,South,Online,36,169,342
2024-12-05,Printer,Electronics,South,Store,40,1314,20
2024-12-06,Monitor,Electronics,East,Online,39,900,318
2024-12-07,Tablet,Electronics,West,Online,47,1159,84
2024-12-08,Printer,Electronics,North,Online,6,723,389
2024-12-09,Monitor,Electronics,North,Online,5,535,23
2024-12-10,Keyboard,Accessories,North,Store,14,1284,110
2024-12-11,Mouse,Accessories,North,Online,45,49,436
2024-12-12,Printer,Electronics,North,Store,42,1186,350
2024-12-13,Headphones,Accessories,South,Store,4,345,82
2024-12-14,Headphones,Accessories,East,Online,8,968,357
2024-12-15,Keyboard,Accessories,North,Online,24,35,459
2024-12-16,Monitor,Electronics,East,Store,11,130,77
2024-12-17,Laptop,Electronics,East,Store,17,891,433
2024-12-18,Monitor,Electronics,South,Online,21,732,379
2024-12-19,Keyboard,Accessories,North,Online,26,126,139
2024-12-20,Headphones,Accessories,South,Online,43,398,439
2024-12-21,Monitor,Electronics,North,Online,48,181,375
2024-12-22,Headphones,Accessories,South,Online,44,302,270
2024-12-23,Printer,Electronics,East,Store,45,288,338
2024-12-24,Laptop,Electronics,North,Online,27,503,475
2024-12-25,Printer,Electronics,West,Online,16,686,423
2024-12-26,Headphones,Accessories,East,Store,26,1116,168
2024-12-27,Headphones,Accessories,West,Online,33,1240,196
2024-12-28,Mouse,Accessories,East,Online,31,1286,452
2024-12-29,Mouse,Accessories,South,Store,48,617,261
2024-12-30,Printer,Electronics,North,Online,47,818,214
2024-12-31,Tablet,Electronics,East,Store,6,1302,66
2025-01-01,Printer,Electronics,South,Online,44,817,228
2025-01-02,Mouse,Accessories,North,Online,8,1192,160
2025-01-03,Headphones,Accessories,North,Online,7,409,426
2025-01-04,Keyboard,Accessories,East,Store,34,435,121
2025-01-05,Printer,Electronics,North,Store,44,445,148
2025-01-06,Headphones,Accessories,East,Store,14,1016,339
2025-01-07,Keyboard,Accessories,North,Store,16,1260,192
2025-01-08,Keyboard,Accessories,West,Online,43,886,230
2025-01-09,Mouse,Accessories,South,Store,9,105,110
2025-01-10,Printer,Electronics,West,Store,10,1259,144
2025-01-11,Monitor,Electronics,East,Store,17,442,220
2025-01-12,Laptop,Electronics,West,Online,12,1363,391
2025-01-13,Mouse,Accessories,East,Online,6,137,63
2025-01-14,Mouse,Accessories,North,Store,19,978,125
2025-01-15,Monitor,Electronics,North,Store,43,901,217
2025-01-16,Laptop,Electronics,East,Online,41,1011,283
2025-01-17,Headphones,Accessories,West,Store,29,434,353
2025-01-18,Tablet,Electronics,North,Store,6,618,473
2025-01-19,Printer,Electronics,South,Store,25,59,396
2025-01-20,Tablet,Electronics,North,Store,24,1204,235
2025-01-21,Headphones,Accessories,South,Online,25,722,484
2025-01-22,Mouse,Accessories,West,Online,16,556,12
2025-01-23,Laptop,Electronics,South,Online,16,439,421
2025-01-24,Mouse,Accessories,South,Store,6,683,152
2025-01-25,Keyboard,Accessories,South,Store,37,114,238
2025-01-26,Mouse,Accessories,South,Online,21,1485,189
2025-01-27,Mouse,Accessories,North,Online,4,992,150
2025-01-28,Headphones,Accessories,South,Online,34,669,85
2025-01-29,Headphones,Accessories,North,Store,28,307,20
2025-01-30,Headphones,Accessories,South,Online,38,431,181
2025-01-31,Tablet,Electronics,East,Store,41,419,318
2025-02-01,Keyboard,Accessories,West,Store,28,547,157
2025-02-02,Headphones,Accessories,South,Online,17,1061,458
2025-02-03,Laptop,Electronics,East,Online,14,155,451
2025-02-04,Tablet,Electronics,South,Store,7,778,480
2025-02-05,Monitor,Electronics,South,Online,22,1291,366
2025-02-06,Laptop,Electronics,South,Online,1,862,75
2025-02-07,Printer,Electronics,East,Store,29,729,328
2025-02-08,Printer,Electronics,West,Store,31,1044,415
2025-02-09,Laptop,Electronics,East,Store,30,400,202
2025-02-10,Headphones,Accessories,West,Store,15,528,228
2025-02-11,Monitor,Electronics,South,Store,18,825,151
2025-02-12,Monitor,Electronics,North,Online,35,495,262
2025-02-13,Tablet,Electronics,South,Store,30,973,71
2025-02-14,Monitor,Electronics,West,Store,34,868,224
2025-02-15,Printer,Electronics,East,Store,42,916,472
2025-02-16,Keyboard,Accessories,South,Online,11,51,384
2025-02-17,Headphones,Accessories,East,Store,27,137,130
2025-02-18,Monitor,Electronics,East,Store,24,1227,359
2025-02-19,Tablet,Electronics,East,Store,35,210,27
2025-02-20,Printer,Electronics,South,Online,39,93,298
2025-02-21,Keyboard,Accessories,East,Store,8,642,96
2025-02-22,Mouse,Accessories,East,Store,18,1146,45
2025-02-23,Mouse,Accessories,South,Store,13,890,0
2025-02-24,Keyboard,Accessories,East,Online,45,605,165
2025-02-25,Printer,Electronics,South,Online,24,439,244
2025-02-26,Tablet,Electronics,West,Online,23,492,218
2025-02-27,Keyboard,Accessories,West,Online,12,133,101
2025-02-28,Headphones,Accessories,West,Store,49,1422,290
2025-03-01,Headphones,Accessories,East,Store,30,1356,457
2025-03-02,Mouse,Accessories,North,Online,31,349,203
2025-03-03,Monitor,Electronics,North,Online,28,358,201
2025-03-04,Tablet,Electronics,East,Store,22,257,53
2025-03-05,Mouse,Accessories,North,Store,44,1216,481
2025-03-06,Monitor,Electronics,South,Online,28,98,279
2025-03-07,Monitor,Electronics,North,Online,13,483,411
2025-03-08,Headphones,Accessories,East,Online,25,624,277
2025-03-09,Printer,Electronics,East,Online,44,581,492
2025-03-10,Laptop,Electronics,South,Store,46,304,15
2025-03-11,Printer,Electronics,West,Online,7,242,12
2025-03-12,Laptop,Electronics,East,Online,45,612,355
2025-03-13,Keyboard,Accessories,South,Store,6,1309,355
2025-03-14,Headphones,Accessories,North,Store,24,392,317
2025-03-15,Monitor,Electronics,North,Store,19,1276,426
2025-03-16,Tablet,Electronics,South,Store,19,930,86
2025-03-17,Laptop,Electronics,South,Store,36,847,77
2025-03-18,Printer,Electronics,East,Online,9,255,415
2025-03-19,Monitor,Electronics,North,Online,48,690,66
2025-03-20,Laptop,Electronics,South,Online,36,847,346
2025-03-21,Laptop,Electronics,North,Store,38,782,210
2025-03-22,Laptop,Electronics,South,Online,40,1357,213
2025-03-23,Tablet,Electronics,North,Store,29,399,184
2025-03-24,Headphones,Accessories,West,Online,24,813,448
2025-03-25,Tablet,Electronics,East,Online,48,633,452
2025-03-26,Mouse,Accessories,North,Store,5,582,432
2025-03-27,Monitor,Electronics,West,Store,42,439,32
2025-03-28,Headphones,Accessories,North,Online,45,71,114
2025-03-29,Headphones,Accessories,North,Online,26,838,274
2025-03-30,Headphones,Accessories,West,Online,14,224,419
2025-03-31,Printer,Electronics,North,Online,39,1020,498
2025-04-01,Headphones,Accessories,North,Online,29,750,197
2025-04-02,Tablet,Electronics,East,Store,6,276,379
2025-04-03,Headphones,Accessories,West,Store,7,204,142
2025-04-04,Keyboard,Accessories,West,Store,37,164,227
2025-04-05,Monitor,Electronics,South,Store,18,1057,119
2025-04-06,Headphones,Accessories,North,Online,23,265,352
2025-04-07,Monitor,Electronics,East,Online,44,206,23
2025-04-08,Keyboard,Accessories,North,Store,38,1380,26
2025-04-09,Keyboard,Accessories,North,Online,1,1302,432
2025-04-10,Monitor,Electronics,South,Store,4,885,74
2025-04-11,Laptop,Electronics,North,Online,44,59,240
2025-04-12,Mouse,Accessories,East,Online,47,620,22
2025-04-13,Printer,Electronics,East,Online,35,981,160
